age,years_experience,department,job_title,education_level,location,performance_rating,overtime_hours,projects_completed,experience_age_ratio,performance_score,productivity_score,overtime_ratio
1.2208199332941334,0.6140257230455183,-0.9868767310757652,-0.30851089553324373,0.44250147227644065,-1.4938552562034357,0.11538749087692654,0.9317215584440064,0.679447382669747,-0.11107797904438017,0.11538749087692654,-0.27146412787363877,0.9317215584440063
-0.1629604951630123,-1.1846728325909373,0.02060295967587104,-1.481110270422046,0.44250147227644065,-1.4938552562034357,1.5042782428514145,-0.10163013949200683,-0.4850267769753943,-1.0212152804409667,1.5042782428514145,-0.007357724121136897,-0.10163013949200692
0.7324268408974938,1.7132303959344632,-0.9868767310757652,-0.30851089553324373,0.44250147227644065,-0.9950555446259421,-1.5668093826325464,0.4150457094759998,-0.4850267769753943,0.7416999801155265,-1.5668093826325464,-0.44501976462528287,0.4150457094759996
-0.8955501337579719,1.21359190825767,-0.48313688569994706,0.8640884793555585,-1.3625218696629462,-0.49625583304844845,0.47770681747896676,0.4150457094759998,0.4465525507407187,1.5782685644073808,0.47770681747896676,-0.34541392092433937,0.4150457094759996
-0.40715704136133213,-1.5843836227323718,0.02060295967587104,-0.30851089553324373,-0.46001019869325277,-0.9950555446259421,-1.213116706663888,-0.6183059884600134,-1.6495009366205355,-1.3381898334622166,-1.213116706663888,-0.5355705316261407,-0.6183059884600136
0.08123605103530754,1.5133750008637459,1.0280826504275073,-1.481110270422046,-0.46001019869325277,-0.49625583304844845,0.23616059974427303,-1.13498183742802,-0.9508164408334508,0.9850653864549751,0.23616059974427303,-0.4779473162619584,-1.1349818374280203
0.3254325972336274,1.0137365131869527,-0.9868767310757652,0.8640884793555585,0.44250147227644065,0.501343590106539,1.4266383871509767,-0.27385542248134237,-0.01923711311733779,0.4786089076087469,1.4266383871509767,-0.37710668937463954,-0.2738554224813424
-0.8955501337579719,-0.9848174375202199,-1.4906165764515833,0.2777887919111574,1.345013143246134,0.501343590106539,-0.5057313547265713,1.2761721244226774,1.61102671038586,-0.7003849128066224,-0.5057313547265713,0.5736763641343672,1.2761721244226774
-1.4653420748873849,-1.5843836227323718,0.02060295967587104,0.8640884793555585,-0.46001019869325277,0.00254387852904527,-0.7559042230946467,-0.9627565544386845,-0.4850267769753943,-1.2928348168822634,-0.7559042230946467,1.0490678908888706,-0.9627565544386846
-0.08156164643023903,-0.2853235547727095,1.0280826504275073,-1.481110270422046,-1.3625218696629462,-1.4938552562034357,-0.1779186306580587,0.24282042648666424,-0.01923711311733779,-0.3206093332709553,-0.1779186306580587,-0.23977135942333858,0.24282042648666427
0.16263489976808082,0.5140980255101596,-0.9868767310757652,0.2777887919111574,-0.46001019869325277,-1.4938552562034357,-0.3504516433256967,1.103946841433342,1.3781318784568317,0.1949647868259505,-0.3504516433256967,-0.17730445349231208,1.103946841433342
0.40683144596640064,-0.18539585723735086,-1.4906165764515833,1.4503881667999596,1.345013143246134,0.501343590106539,0.6933730833135145,0.0705951434973287,1.61102671038586,-0.38965943864107655,0.6933730833135145,0.019052916254113268,0.0705951434973286
0.16263489976808082,-1.5843836227323718,-0.48313688569994706,1.4503881667999596,1.345013143246134,-0.49625583304844845,0.2275339491108913,-0.6183059884600134,-0.7179216089044226,-1.3517575734647669,0.2275339491108913,0.7321402063858684,-0.6183059884600136
-0.48855589009410544,0.014459537833366422,0.5243428050516892,0.8640884793555585,-1.3625218696629462,1.0001433016840326,-0.6437577648606816,0.4150457094759998,-1.183711272762479,0.09742373707788737,-0.6437577648606816,-0.4651421572921402,0.4150457094759996
0.08123605103530754,1.6133026983991046,1.5318224958033255,-0.8948105829776448,-0.46001019869325277,1.0001433016840326,-0.014012268623802053,-0.790531271449349,-0.01923711311733779,1.060392774131471,-0.014012268623802053,-0.4050708968307868,-0.7905312714493491
-0.651353587559652,-1.284600530126296,-0.9868767310757652,0.2777887919111574,0.44250147227644065,1.0001433016840326,1.5129048934847964,-1.13498183742802,-1.6495009366205355,-1.046621869733945,1.5129048934847964,-0.5355705316261407,-1.1349818374280203
-1.6281397723529314,1.0137365131869527,-1.4906165764515833,-0.30851089553324373,1.345013143246134,1.0001433016840326,-1.2907565623643251,-0.10163013949200683,1.1452370465278034,2.4654123094887224,-1.2907565623643251,-0.26391823062356734,-0.10163013949200692
-1.4653420748873849,-1.3845282276616544,-1.4906165764515833,0.8640884793555585,-0.46001019869325277,0.00254387852904527,1.4438916884177408,1.103946841433342,-1.6495009366205355,-1.0276824122609975,1.4438916884177408,-0.5355705316261407,1.103946841433342
1.4650164794924534,-1.0847451350555786,0.5243428050516892,1.4503881667999596,-0.46001019869325277,-1.4938552562034357,1.2109721213164288,1.103946841433342,-0.4850267769753943,-1.099403964330684,1.2109721213164288,-0.08281669662185173,1.103946841433342
0.9766233870958136,-0.3852512523080681,1.5318224958033255,0.2777887919111574,-1.3625218696629462,0.501343590106539,-0.7386509218278828,1.448397407412013,1.1452370465278034,-0.642006187357338,-0.7386509218278828,0.007734070379006013,1.448397407412013
-0.0001627976974657455,0.9138088156515941,-1.4906165764515833,-0.30851089553324373,0.44250147227644065,-0.49625583304844845,1.2195987719498114,-0.790531271449349,1.61102671038586,0.578647852944578,1.2195987719498114,-0.20690478473413837,-0.7905312714493491
0.48823029469917395,-0.2853235547727095,1.0280826504275073,-1.481110270422046,1.345013143246134,1.0001433016840326,-0.3849582458592244,0.0705951434973287,1.1452370465278034,-0.4784381455455183,-0.3849582458592244,-0.028486236421337043,0.0705951434973286
-0.1629604951630123,-1.284600530126296,0.5243428050516892,0.8640884793555585,-0.46001019869325277,-0.49625583304844845,1.5732914479184692,0.7594962754546708,0.9123422145987753,-1.1020544281913525,1.5732914479184692,0.8589112801870694,0.7594962754546706
-1.7095386210857046,-0.9848174375202199,0.02060295967587104,-0.30851089553324373,0.44250147227644065,-1.4938552562034357,1.4093850858842132,0.9317215584440064,-0.4850267769753943,-0.37082759172195257,1.4093850858842132,-0.13941092599738786,0.9317215584440063
0.5696291434319473,0.11438723536872505,1.0280826504275073,-1.481110270422046,0.44250147227644065,0.00254387852904527,0.4000669617785297,-0.6183059884600134,1.3781318784568317,-0.2322251983972,0.4000669617785297,-0.10188001599045338,-0.6183059884600136
1.1394210845613602,1.5133750008637459,-0.48313688569994706,0.2777887919111574,-0.46001019869325277,1.0001433016840326,-1.1786101041303603,0.9317215584440064,-0.7179216089044226,0.43530760972826743,-1.1786101041303603,-0.458739577807231,0.9317215584440063
0.8952245383630404,-0.08546815970199222,-0.48313688569994706,1.4503881667999596,-0.46001019869325277,1.4989430132615265,-1.6875824914998931,-1.13498183742802,-0.25213194504636605,-0.44336507615117093,-1.6875824914998931,-0.3118568719769626,-1.1349818374280203
